%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1548944159927614190,36257,1548944159927614190,/world,vicon/target3/target3,0.389923502546,-0.973196211404,1.214821072,-0.0612620125278,0.00755000998896,0.987991154812,-0.141645477101
1548944159932503407,36258,1548944159932503407,/world,vicon/target3/target3,0.387027899407,-0.973546358093,1.21509295377,-0.0666024055078,0.00730048959952,0.98710484954,-0.145378259881
1548944159937546688,36259,1548944159937546688,/world,vicon/target3/target3,0.383921284428,-0.973474251073,1.21513950309,-0.068244327808,0.00717188255861,0.987142040028,-0.144367131409
1548944159942509408,36260,1548944159942509408,/world,vicon/target3/target3,0.380242221292,-0.973245353938,1.21476056945,-0.0709692160351,0.00652679073655,0.98675767986,-0.145705362339
1548944159947591950,36261,1548944159947591950,/world,vicon/target3/target3,0.377370357673,-0.97329308342,1.21471802174,-0.0627590731756,0.0101345030808,0.987411295432,-0.144836197943
1548944159952458647,36262,1548944159952458647,/world,vicon/target3/target3,0.374431822259,-0.973846593745,1.21511039676,-0.0656276913839,0.00809453143296,0.986986632373,-0.146577188547
1548944159957550657,36263,1548944159957550657,/world,vicon/target3/target3,0.370973405862,-0.973534187959,1.21496272181,-0.0644083636074,0.00777879967906,0.987058544098,-0.14665088986
1548944159962544815,36264,1548944159962544815,/world,vicon/target3/target3,0.367764317708,-0.973728081289,1.21506108401,-0.0700433820268,0.00710983625488,0.986444166711,-0.148227125809
1548944159967566691,36265,1548944159967566691,/world,vicon/target3/target3,0.364448272982,-0.973890490676,1.21515079444,-0.0664534313946,0.00890153131699,0.986132546643,-0.151813387576
1548944159972557295,36266,1548944159972557295,/world,vicon/target3/target3,0.361318161179,-0.974221193039,1.21524365737,-0.0681210237343,0.00742513826927,0.986208297318,-0.150657186179
1548944159977544873,36267,1548944159977544873,/world,vicon/target3/target3,0.35738894308,-0.974014964169,1.2148911002,-0.0687842104653,0.00664187386586,0.985995135178,-0.151783435553
1548944159982575360,36268,1548944159982575360,/world,vicon/target3/target3,0.353833548971,-0.974206489363,1.21461151073,-0.0661636102835,0.00979302425421,0.98579553024,-0.154057281261
1548944159987504932,36269,1548944159987504932,/world,vicon/target3/target3,0.350402075636,-0.974314670191,1.21467160665,-0.0649461722895,0.00837374765631,0.985993078363,-0.153393365163
1548944159992523279,36270,1548944159992523279,/world,vicon/target3/target3,0.34688000901,-0.974458575205,1.21442614682,-0.0663538834432,0.00661443838558,0.985943515611,-0.153195285112
1548944159997487386,36271,1548944159997487386,/world,vicon/target3/target3,0.343592026397,-0.974731638831,1.21471382344,-0.0666380148896,0.00713683905582,0.986053812881,-0.152336202533
1548944160002535228,36272,1548944160002535228,/world,vicon/target3/target3,0.340275590304,-0.974746013528,1.2145874751,-0.0644107402986,0.0078800433988,0.986033205948,-0.153387346996
1548944160007511275,36273,1548944160007511275,/world,vicon/target3/target3,0.336648420084,-0.975032588683,1.21463737226,-0.0686540449871,0.00695859735933,0.985448973197,-0.155333580577
1548944160012569007,36274,1548944160012569007,/world,vicon/target3/target3,0.332995869648,-0.974954010451,1.21438549685,-0.0656514628052,0.00977769366978,0.98564483917,-0.155237022505
1548944160017563372,36275,1548944160017563372,/world,vicon/target3/target3,0.329711891224,-0.975636445418,1.21470788624,-0.0655328500728,0.00995209814218,0.984845928424,-0.160265088434
1548944160022519205,36276,1548944160022519205,/world,vicon/target3/target3,0.325411360703,-0.975297723704,1.21411817487,-0.0656870416414,0.00909826038254,0.985323675448,-0.157288552731
1548944160027536482,36277,1548944160027536482,/world,vicon/target3/target3,0.321848879708,-0.975567997438,1.21407631507,-0.0630617493452,0.0116367017033,0.985337238502,-0.158108599904
1548944160032548657,36278,1548944160032548657,/world,vicon/target3/target3,0.317813561782,-0.975546918173,1.21388537049,-0.064662724915,0.0106616925113,0.985050123395,-0.15931514278
1548944160037568314,36279,1548944160037568314,/world,vicon/target3/target3,0.31413588947,-0.97582284933,1.21378266463,-0.0629218746962,0.0129801914488,0.985001943701,-0.1601359523
1548944160042559079,36280,1548944160042559079,/world,vicon/target3/target3,0.310358900845,-0.976127419207,1.21388883211,-0.0628985169782,0.0145141956363,0.98476603348,-0.161458892572
1548944160047509377,36281,1548944160047509377,/world,vicon/target3/target3,0.306486879539,-0.97618853515,1.2137598233,-0.0668412119662,0.0126208139919,0.984313641376,-0.162787047512
1548944160052527661,36282,1548944160052527661,/world,vicon/target3/target3,0.302552486139,-0.976397082607,1.21361986573,-0.0656270182141,0.0123127243973,0.984655306365,-0.161230949095
1548944160057550594,36283,1548944160057550594,/world,vicon/target3/target3,0.298782256152,-0.976724694692,1.21366605201,-0.0679868794319,0.0119920371428,0.983809030603,-0.165389741445
1548944160062532615,36284,1548944160062532615,/world,vicon/target3/target3,0.294803808789,-0.97689153631,1.21341951402,-0.0678601483397,0.00953629725581,0.984438279658,-0.161818827231
1548944160067530441,36285,1548944160067530441,/world,vicon/target3/target3,0.29095048806,-0.97717162399,1.21341714973,-0.0688583407471,0.00963203332801,0.983948879298,-0.164348275838
1548944160072552807,36286,1548944160072552807,/world,vicon/target3/target3,0.286794593409,-0.977220757518,1.21297850132,-0.068477812562,0.00913520208372,0.984125102455,-0.163478194229
1548944160077549460,36287,1548944160077549460,/world,vicon/target3/target3,0.282971856176,-0.977661834382,1.21294205302,-0.0699278259113,0.00751005892251,0.98398122179,-0.163812860735
1548944160082534082,36288,1548944160082534082,/world,vicon/target3/target3,0.279194576338,-0.978042988217,1.2129426313,-0.0748225451172,0.00469379679081,0.98351909585,-0.164528851916
1548944160087564352,36289,1548944160087564352,/world,vicon/target3/target3,0.275293847139,-0.978298003137,1.21269876966,-0.072553837484,0.00526197326359,0.98378891876,-0.163913439437
1548944160092555590,36290,1548944160092555590,/world,vicon/target3/target3,0.271362440831,-0.978570285026,1.21249950459,-0.0743508748665,0.00266954023528,0.983339319149,-0.165857180663
1548944160097462904,36291,1548944160097462904,/world,vicon/target3/target3,0.267642523166,-0.97892440261,1.21229688206,-0.068921699873,0.00506168883816,0.983977089614,-0.164357128559
1548944160102534251,36292,1548944160102534251,/world,vicon/target3/target3,0.263745565402,-0.979237669801,1.21211317065,-0.0697425838326,0.00556608306765,0.983366923838,-0.16761409195
1548944160107611219,36293,1548944160107611219,/world,vicon/target3/target3,0.2599287443,-0.979667336769,1.21182116747,-0.0631404673511,0.00882419002515,0.983873538949,-0.167117546683
1548944160112538702,36294,1548944160112538702,/world,vicon/target3/target3,0.253835374168,-0.979308496327,1.21042069548,-0.0697603281908,0.00908132611392,0.98314921428,-0.16872654974
1548944160117372017,36295,1548944160117372017,/world,vicon/target3/target3,0.25166550533,-0.980120815738,1.21121248587,-0.0618251995865,0.00878434082096,0.983704350783,-0.168600801609
1548944160122543751,36296,1548944160122543751,/world,vicon/target3/target3,0.247446163194,-0.980232138467,1.21099567852,-0.0671729588213,0.00702859229003,0.983656529515,-0.16690783216
1548944160127524253,36297,1548944160127524253,/world,vicon/target3/target3,0.243283922927,-0.980510403314,1.21065518148,-0.0661158903812,0.00795899001576,0.983824042913,-0.166299717687
1548944160132588714,36298,1548944160132588714,/world,vicon/target3/target3,0.239195093349,-0.980778758926,1.2104552588,-0.0707356024844,0.00721764454579,0.983680758244,-0.165277179337
1548944160137567506,36299,1548944160137567506,/world,vicon/target3/target3,0.234757656631,-0.980864674583,1.20994773863,-0.0689423687413,0.00695980118343,0.983526811076,-0.166953654811
1548944160142537691,36300,1548944160142537691,/world,vicon/target3/target3,0.230425878809,-0.981202602791,1.20958743492,-0.0713519764168,0.00655720042575,0.983632510179,-0.165326898908
1548944160147536115,36301,1548944160147536115,/world,vicon/target3/target3,0.226430009145,-0.98156602963,1.20934633678,-0.0667139165496,0.0111651095127,0.983277275459,-0.169086939866
